nombre,direccion,edad,curp,ine_clave,seccion_id,confidence_score,apellido_paterno,apellido_materno,telefono,calle,colonia,municipio,cp
"Rocio Zaragoza Cervantes Kano de Sáenz","Bloque Mauricio 1 Esc. 350","88","BDDTHEOSVPOSFXBI5M","GYBNTMAEN7PL3KGQNJ","503","1","Zaragoza Cervantes","Kano de Sáenz","529.748.685","Huerta Sara","Colonia Repúplica de Cuba, 54","Querétaro","91521"
"Inés Covarrubias Rendón Jiménez de Ramírez","Mercado Coruña 19 Puerta 142","86","PHUO7LVOTFRINBN7YF","JTYABUEQB781WZLULT","513","1","Covarrubias Rendón","Jiménez de Ramírez","549.341.552","Extramuros José María Montañez","Riera Elías s/n.","Querétaro","18219"
"Victoria Quintanilla Becerra Crespo Kaplan","Muelle Esteban Rael 343 Edificio 4","67","Y3YAZL43J7FHIIAR8F","ZN8LMO0GE24YFDLKBP","513","1","Quintanilla Becerra","Crespo Kaplan","585 438 210","Rampa Zacatlán","Torrente Eje Central, 96","Querétaro","67533"
"José Antonio Flores Kanimal Montalvo de Serna","Aldea Eje 5 654 Esc. 545","70","DFBDPYZUORJHYCLGX7","ZFD7GRJH6VCMT3ZQIB","541","1","Flores Kanimal","Montalvo de Serna","555.282.685","Barranco Estefanía","Puente Rafael 1156","Querétaro","64052"
"Emiliano Segura de Águilar Alonzo Gil","Partida Lorenzo 6930 Puerta 388","36","ACTZQWPBWFATRLZY4P","GPI8TQMD8JZQA82V8N","501","1","Segura de Águilar","Alonzo Gil","536680915","Poblado Reina Lozada","Pasaje Santiago, 4","Querétaro","38628"
"Leticia Carrillo Salgado Padrón Ordóñez","Conjunto Flor Solvestre, 1 Puerta 788","39","MRRW4EOOKUTPBGBAAO","JTIWD4EHQJBUMHU0H7","525","1","Carrillo Salgado","Padrón Ordóñez","541 345 309","Prolongación Alexander","Explanada Luisa Padrón 313","Querétaro","49103"
"Miranda Toledo Marrero Sedillo de Acosta","Polígono Brandon Magaña, 2 Puerta 570","42","ACBGLE0N2SMCJIFQUO","V0QZBPHALVCNTIBEC8","538","1","Toledo Marrero","Sedillo de Acosta","518.870.826","Paseo Aniceto Ortega","Arrabal La viga s/n.","Querétaro","11951"
"Liliana Delao Jáquez Koenig Quiros","Urbanización Timoteo 4 Puerta 718","18","BKPCOPFWZUKBTYWVHG","XAKZCGHPYOXGZV7SGK","549","1","Delao Jáquez","Koenig Quiros","598 766 796","Colegio Barrio la Lonja","Monte Verónica, 6","Querétaro","70065"
"José Zaragoza de Reyes Granados Mercado","Ferrocarril Beatriz Menéndez, 5 Puerta 908","63","Z2MTH4QU2GWLNJIDGI","JPFWPYQDR6A3P9BPHH","522","1","Zaragoza de Reyes","Granados Mercado","517.861.624","Jardines Elías","Rambla Aniceto Ortega, 9","Querétaro","43855"
"Estela Orosco Meza Rivas Gonzales","Calleja Zacatlán, 42 Esc. 666","20","MRWPL0XGWAY8HOSJWH","KUG8IKLRHDWH1G4HBL","506","1","Orosco Meza","Rivas Gonzales","515820321","Gran Subida Calimaya","Pasaje Esperanza Mireles, 67","Querétaro","83896"
"Marisol Sanabria Holguín Bahena Salas","Caserio Repúplica de Uruguay 2 Esc. 735","65","BG8RKIOSQPBCACORCU","HGRAVDQG1DAEU2YJCD","547","1","Sanabria Holguín","Bahena Salas","5075-293-912","Vía Pública Coruña","Sección Repúplica de Chile 7","Querétaro","40824"
"Natalia Delrío de Suárez Villegas Jasso","Plaza Avena 12 Edificio 8","72","2L4C0Z1G7ADZDRWR4Z","XLBY1WHJAZLVEGIHIC","547","1","Delrío de Suárez","Villegas Jasso","515 203 234","Rampa Javier Deleón","Quinta Martín Franco 421","Querétaro","65529"
"Esmeralda Orta Yebra Frías de Guajardo","Rincón 20 de Noviembre, 78 Puerta 732","78","TVD7NU58QXRVZAROZW","BWHAEKRTTPUT1CFST3","538","1","Orta Yebra","Frías de Guajardo","552364360","Ronda Cinco de Mayo","Poblado Alejandro, 2","Querétaro","94188"
"Kevin Acuña Sosa Sáenz Adorno","Escalinata 20 de Noviembre, 88 Esc. 505","19","HXPYOIQWJRCKJTYWJR","RLZAAPCCMALHKDBX59","544","1","Acuña Sosa","Sáenz Adorno","558 452 680","Gran Subida Germán","Ferrocarril Raquel Guzmán 3789","Querétaro","01407"
"Julieta León Berríos Vaca Aguayo","Vía Guillermo Mondragón 6408 Esc. 489","67","XNUMVEIQUS6P2GDRAB","CJ83DUABEEN4YZQXVG","512","1","León Berríos","Vaca Aguayo","518.550.916","Grupo Flor Marina","Aldea Federico Caballero 54","Querétaro","23042"
"Ximena Guadalupe Rincón de Alaniz Escalante Cerda","Torrente Francisco Javier Escobedo 8 Esc. 144","67","RBQNPL5NALVMTKFCNE","60RL9PNSKQ39VTKJKN","648","1","Rincón de Alaniz","Escalante Cerda","519 019 469","Quinta Jorge","Sector Natalia Cornejo, 7","Querétaro","52858"
"Ramón Arteaga Segovia Bravo de Estrada","Puerta Ximena Kranz sans s/n. Edificio 8","31","LSK1UBARFQ9HFHG6ED","EBX78ZBRMLMOUGEAMH","637","1","Arteaga Segovia","Bravo de Estrada","533 037 016","Mercado Miguel","Extramuros Jorge 327","Querétaro","19209"
"Maximiliano Cepeda Kano Almanza Kanimal","Parque Felipe Quintero cruz 1 Edificio 1","34","VVYLJDD2SZ4XN5JWHT","CHTLJ4NHJX63FU89RR","627","1","Cepeda Kano","Almanza Kanimal","508 708 375","Colonia Ana","Rincón Calimaya, 9","Querétaro","77976"
"Elisa Arteaga Carrasquillo Caballero Gonzales","Manzana 20 de Noviembre, 57 Esc. 965","37","DPUVTJ2KSZYTMIHEC6","NGYTYIXTCYZCRWQKJ5","643","1","Arteaga Carrasquillo","Caballero Gonzales","5478-539-100","Extrarradio La viga","Senda Emilia Alaniz, 6","Querétaro","26549"
"Luisa Flores Almonte Matías Echevarría","Partida Amores, 77 Esc. 596","66","NYOWHVYIJRUJPLZUNK","L2DBOGDM1S0ZX1BE53","636","1","Flores Almonte","Matías Echevarría","524909512","Bloque Ignacio Gallegos","Colegio Repúplica de Uruguay, 7","Querétaro","76453"
"José Antonio Acuña de Kano Parra Covarrubias","Colonia Barrio la Lonja 871 Esc. 146","84","GB3RCBOKF9TSTH2FML","XOPM6KHSLQOYOL6RRY","630","1","Acuña de Kano","Parra Covarrubias","515.387.065","Plaza Manuel Pichardo","Ferrocarril Abraham Casillas 1462","Querétaro","37270"
"Elvira Posada Casas Xana de Angulo","Aldea Eduardo Delagarza s/n. Puerta 716","69","GE8FZERBIXOSISG6EM","ZK5UCYPB8UZHRHWRJG","603","1","Posada Casas","Xana de Angulo","563788958","Rambla Flor Solvestre","Puente Lucia 69","Querétaro","87267"
"Juana Perea Vanegas Feliciano Mascareñas","Bloque Maricarmen Preciado 297 Esc. 946","66","VXPFLCGIO9GJ1VUWFU","5706CXCXBOVZ7PEWLH","619","1","Perea Vanegas","Feliciano Mascareñas","571294217","Vía Amores","Calleja Federico 87","Querétaro","68678"
"Gabriela Alejandro Rangel Barajas Montes","Rua Flor Solvestre 2 Puerta 724","56","87V1QEKEBTCXBTQA6P","DQJKDMZDHKNLOZS2HH","603","1","Alejandro Rangel","Barajas Montes","531532122","Monte Federico","Terrenos La otra banda, 2","Querétaro","37541"
"Mauricio Villareal Mojica Palomino Gálvez","Prolongación Eje 5, 55 Edificio 9","70","ICVED0OSFPWUZEARY0","WKZGZNXPUOVYSNXC3P","609","1","Villareal Mojica","Palomino Gálvez","5575-611-534","Rincón Fernando Javier Carranza","Chalet Jicolapa 5","Querétaro","01682"
"María de los Ángeles Hernádez Contreras Caldera Centeno","Carretera Cuahutemoc s/n. Puerta 856","31","WGQ8I01OXBDLXMBJMG","62J5LLKSYJZWEBXZXM","617","1","Hernádez Contreras","Caldera Centeno","552 073 609","Mercado Paulina Segovia","Extrarradio Dorotea 46","Querétaro","48436"
"Irene Valentín Garica Terán de Carrasquillo","Barranco Barrio la Lonja 3 Edificio 6","61","HYDNIWSDMTL8WLBFD6","MLGCJVFP8IZMN6VNOD","615","1","Valentín Garica","Terán de Carrasquillo","522754317","Vía Pública Miguel Ángel de Quevedo","Avenida Eloisa 26","Querétaro","89971"
"Isabel Pantoja Mejía Montañez Manzanares","Monte Isabel la Católica s/n. Esc. 177","49","KQ6RKDR9DRIAZ2HDGM","DEEXLESTFYH9TWA9PX","650","1","Pantoja Mejía","Montañez Manzanares","533 303 728","Parque Polotitlan","Cuesta Juan Carlos Ibarra 4181","Querétaro","19909"
"Florencia López Orta Valencia Gastélum","Urbanización Elisa Tejada 1917 Puerta 814","58","QO6REUXWSDYU7VAMR1","NSS5Z85LF9BKC3WEIW","607","1","López Orta","Valencia Gastélum","509 486 156","Plaza Emmanuel Huerta","Ferrocarril Paulina, 23","Querétaro","22626"
"Federico Loya Tejada Cornejo Farías","Arroyo La viga 639 Puerta 160","73","UNWBJFY2KK2S6HLBWA","XHI8GUY6E7LNPRBH6O","625","1","Loya Tejada","Cornejo Farías","512.481.258","Urbanización Avena","Torrente Lucas 476","Querétaro","70152"
"Rebeca Loya Tórrez Valdez Olivo","Puerta Juárez, 2 Esc. 736","33","42UWVMHGLXVGAB5RIP","TP33PZBNPOPVWQJHBB","616","1","Loya Tórrez","Valdez Olivo","5291-199-920","Glorieta Cinco de Mayo","Rambla José 913","Querétaro","37496"
"Jimena Limón de Meza Benavídez Cabán","Poblado Isabel la Católica 7 Edificio 4","37","WJWFIMWPDSNHIMGFLV","SAYVGJWNMEZDQVIENT","615","1","Limón de Meza","Benavídez Cabán","521 046 342","Rincón Elizabeth","Lugar Ana Santana 3918","Querétaro","79925"
"Esmeralda Maldonado Montaño Yunta Arellano","Riera Aniceto Ortega 9 Puerta 656","84","NWZX6DPCNJQV7L2NQY","OL2XW1P7MSPQHUNNGM","626","1","Maldonado Montaño","Yunta Arellano","5136-212-310","Municipio Francisco I. Madero","Chalet Manzanares s/n.","Querétaro","29164"
"Gustavo Alonso Lira Llamas Quintana","Rambla Carlota 5431 Edificio 8","57","X6J15LQWSSVNS6HR0O","W7QLPY0OE8P47UXKWV","642","1","Alonso Lira","Llamas Quintana","5633-054-848","Terrenos Lourdes Aguilera","Partida San Miguel 1","Querétaro","15434"
"Óscar Posada Guardado Duarte de Narváez","Sección Mariano 1567 Puerta 276","47","X6YPE3AVJZTQGLTVOE","BPJWXIO0JRTHX2BSJE","645","1","Posada Guardado","Duarte de Narváez","547435018","Manzana Soledad Téllez","Huerta Amores 39","Querétaro","66108"
"Irene Aponte Cuellar Carrion Krauel natera","Poblado Rosa María 7 Edificio 6","73","P89RUJW6VRLKQ7IFYL","VFNFPPSGEPTUEOB3SP","609","1","Aponte Cuellar","Carrion Krauel natera","508.416.235","Monte Eje Central","Explanada Jalisco 38","Querétaro","59273"
"Ana Victoria Cadena de Zamarreno Jurado Candelaria","Travesía Marcos Velázquez s/n. Puerta 582","67","QJMA2ULQK4THC653MZ","8GHLXZWCW4Y9CBKZB3","629","1","Cadena de Zamarreno","Jurado Candelaria","5111-781-793","Calleja Ariadna Menéndez","Plaza Jalisco s/n.","Querétaro","09896"
"Mauricio Gallegos Meraz Archuleta Magaña","Mercado Verónica Guzmán, 72 Edificio 7","72","RK3YJFSISOIN0EUSWN","Q7RCGSCKHSQTHCW0SP","611","1","Gallegos Meraz","Archuleta Magaña","580 677 094","Monte Francisco I. Madero","Lugar Piedra del Comal 79","Querétaro","25962"
"Lorenzo Tejeda Olivas Cervántez Soliz","Pasaje Jicolapa 997 Esc. 866","84","LPVR8WTQBPVUGGMLHW","XOHIM89KZLPGEZNK6M","612","1","Tejeda Olivas","Cervántez Soliz","5869-592-064","Aldea José Luis Posada","Calleja Elizabeth Ordóñez, 44","Querétaro","72232"
"Alexa Tórrez Tejeda Bustamante Valle","Poblado Carla Atencio 1842 Edificio 5","84","VKUY0DSCHGDHSLXEX9","T9GKAS4YSIPI1KKGMG","629","1","Tórrez Tejeda","Bustamante Valle","5570-347-188","Torrente Manuela","Quinta Pablo s/n.","Querétaro","83156"
"Guillermina Molina de Valdez Iglesias Espinosa","Torrente Hugo Aranda, 4 Puerta 151","87","FIYKUFDNTCFI4KYAVE","XXSLGV7PXIG0NSRN1C","637","1","Molina de Valdez","Iglesias Espinosa","552 174 860","Grupo Josefina Acevedo","Sección Claudio 6817","Querétaro","25596"
"Melany Jaramillo Acosta Ponce Alva","Sector Donceles 3 Edificio 9","90","NVDN5ZW9GBVIUC2D2G","JI4CGDPPDILNLQTU1S","632","1","Jaramillo Acosta","Ponce Alva","5588-831-496","Prolongación Repúplica de Uruguay","Subida Leticia s/n.","Querétaro","91569"
"Gustavo Crespo Castro Ureña Rivas","Subida Luis Miguel Peña s/n. Edificio 9","78","EECKBE6TZ5YUIZHNTZ","75ZVQDBNBWJR4E64UO","634","1","Crespo Castro","Ureña Rivas","5526-952-656","Plaza Micaela Zamora","Jardines Mauricio Casillas 732","Querétaro","57928"
"Evelyn Hernandes Villegas Herrera Mesa","Huerta Rosa María Jaramillo 92 Edificio 7","39","CINHDIK9KL2KHKDSYW","MQYA9Y18GRTNWRGDWO","607","1","Hernandes Villegas","Herrera Mesa","541 367 491","Huerta Lucia","Urbanización Alexander Campos 1","Querétaro","63590"
"Pablo Ureña Candelaria Menéndez Kortajarena","Lugar Manzanares s/n. Puerta 838","51","RJKMHYBWMV38KKKHYF","9C0QGVUQIDAFG2UNN9","602","1","Ureña Candelaria","Menéndez Kortajarena","561.184.362","Escalinata San Miguel","Polígono La viga 2665","Querétaro","96408"
"Gonzalo Cavazos Valle Ruelas Sevilla","Aldea Cristina 4242 Puerta 170","47","TGQE5PG0TBUEKJR2OP","9OZ2CQRFHPULHF5FGP","629","1","Cavazos Valle","Ruelas Sevilla","505518552","Solar Amores","Mercado Luisa, 1","Querétaro","17386"
"Jorge Brito de Lozada Gonzales Murillo","Arrabal Paola, 97 Esc. 757","88","TFNVUHKVEKPQLXTOEN","UBYGIVJ4RQFL6Q9TOO","645","1","Brito de Lozada","Gonzales Murillo","551773968","Bajada Paulina","Extrarradio Vicente Bravo, 22","Querétaro","48608"
"Carla Saiz Estévez Aranda López","Travesía Aniceto Ortega, 9 Puerta 257","45","IX7OHHHGWK3SPNIW8G","N1ILVXAGKT9RJPQUCA","622","1","Saiz Estévez","Aranda López","511 888 879","Ronda Repúplica de Cuba","Rincón Ángel Daniel 6675","Querétaro","25840"
"Mateo Saldivar Briseño Lozano Delapaz","Parque Uriel Alcala 546 Esc. 269","47","7OE8T7MCEABH0JYOWF","MNSGCMB23U6YL9NHBK","607","1","Saldivar Briseño","Lozano Delapaz","5972-700-270","Gran Subida Juárez","Torrente José Antonio, 4","Querétaro","62021"
"Fatima Perales Tamez Rodarte Flórez","Parcela Débora Magaña 455 Esc. 578","20","CDBEF607ZMFOH5ZSQF","HFN140PGVQAGOJQOOK","608","1","Perales Tamez","Rodarte Flórez","536.709.293","Extramuros Jaime","Lado Rosario, 4","Querétaro","96743"
"Abraham Quintero de la cruz Farías Armijo Corona","Pasaje Polotitlan, 9 Esc. 133","66","MYFHLBW4EDZ80Q94SZ","UEML3UJUQS7G4YXENL","647","1","Quintero de la cruz Farías","Armijo Corona","564 219 283","Manzana Joaquín Gurule","Calle Cristobal Ceballos 305","Querétaro","81255"
"Guadalupe Farías de Barragán Rosas Medina","Senda Teresa, 45 Esc. 800","22","NVQSCLSLVJLS1HF70C","CIKBMWXJEZDOEWEJ1M","608","1","Farías de Barragán","Rosas Medina","572.165.560","Senda Araceli","Explanada Abril 801","Querétaro","73590"
"Armando Bravo Godínez Pulido Cantú","Bajada Raquel 80 Puerta 209","25","8F3FVUBGU9RB7HQNO4","YXJIW9TTPD7OHTSAJG","640","1","Bravo Godínez","Pulido Cantú","510.951.386","Manzana Ana Victoria","Vía Pública Miguel Ángel de Quevedo s/n.","Querétaro","13028"
"José Luis Montemayor Kyra Xicoy Castro","Municipio Flor Solvestre 2777 Edificio 6","77","Z4U8ZIQI7FGP18W00E","Z4GGRAFAH28Y1NM9A5","623","1","Montemayor Kyra","Xicoy Castro","514868542","Apartamento Isaac","Ramal Amores 75","Querétaro","88031"
"Abraham Korta hernandez Cerda Leal Balderas","Jardines Amores 386 Puerta 510","25","8I9KND1HEOM7BVWXJR","I7CNAJPBOZX1NPURA4","628","1","Korta hernandez Cerda","Leal Balderas","551.381.577","Puente Beatriz Matos","Rua Berta Partida s/n.","Querétaro","72543"
"Adán Khalid de Saldaña Quiros Tejada","Grupo Vanessa Ríos 70 Esc. 623","85","WSCBIC1IZSDKMDAHKF","CK0SWMW3JSGENGOGCY","630","1","Khalid de Saldaña","Quiros Tejada","524 500 855","Puerta Jalisco","Bloque Rosa María Quintanilla 54","Querétaro","16955"
"Luisa Cuellar Roldán Borrego Lozada","Poblado Gabriel Morales 6290 Puerta 134","30","WX8PA4QJPULXISLTWC","PHMZU5SMNM2JA1WOFX","606","1","Cuellar Roldán","Borrego Lozada","592697328","Rua Martín","Ronda Donceles 3","Querétaro","31874"
"Luis Orosco Yami Colón Urías","Parque Gabriela Krasnova, 16 Esc. 289","22","VRMQF8HHH8YDRUJJ2S","XSJGA23M08AOXEURBQ","614","1","Orosco Yami","Colón Urías","5678-030-760","Lugar Estefanía Murillo","Rampa Ana Luisa Rascón s/n.","Querétaro","48829"
"Adán Toledo Ramos Jasso Macías","Parcela Flor Marina 2126 Puerta 611","40","IAJXAEIH0YNWET2ODV","FTNJ1WRRJCTOF8UGGN","613","1","Toledo Ramos","Jasso Macías","5342-852-452","Muelle Mauricio Roque","Torrente Teodoro 73","Querétaro","46032"
"Miranda Aparicio de Kuzmina Figueroa Valladares","Ramal Leonardo 7 Esc. 490","81","YXS5NL33QKMLZI1KC1","0JZU3FT9LN3K6Q9BFJ","642","1","Aparicio de Kuzmina","Figueroa Valladares","541.054.100","Manzana Flor Solvestre","Terrenos Brayan Cano 930","Querétaro","44965"
"Saúl Padilla Cabrera Yami Zamarripa","Parcela Rosario Marín 780 Edificio 8","32","FGAH4MUYIA6DUJ1GGY","3UD2RKBZ7R4B1PYMQK","617","1","Padilla Cabrera","Yami Zamarripa","500639168","Prolongación Valeria Zamarreno","Rincón Magdalena Tapia, 4","Querétaro","41642"
"Manuel Esquivel de Karen Carmona Brito","Chalet Ramón Gutiérrez s/n. Esc. 146","62","MSU53JVZ7NTAGBBRTM","LPUU6VHAYCZY04BQXC","609","1","Esquivel de Karen","Carmona Brito","551207189","Chalet Liliana","Senda Tadeo 6","Querétaro","17515"
"Luis Fernando Arce de Cuellar Ortiz Negrete","Rambla Matías, 73 Puerta 410","80","PK87EMSQIDEFW7MW26","FAHOQ7KBDT3EOWGFFC","632","1","Arce de Cuellar","Ortiz Negrete","5217-758-617","Parcela Teodoro Arias","Salida Eje 6 3","Querétaro","25307"
"Adela Toro Arce Rendón Venegas","Torrente Leonardo 76 Puerta 939","37","C6BKCYXKGDCNZTFWL4","Y550ROCJIGIEBTTA87","616","1","Toro Arce","Rendón Venegas","592.826.151","Arroyo Luis Fernando Nazario","Partida Cuahutemoc 38","Querétaro","92884"
"Regina Viera de Regalado Zapata Huixtlacatl","Salida Coyoacán, 65 Edificio 1","65","PERYQJBH9Q5X1IPFYX","DKNMXCRMEM4TTCLSJU","634","1","Viera de Regalado","Zapata Huixtlacatl","581507390","Avenida Isaias","Mercado Ivan Coronado 479","Querétaro","49950"
"Amalia Santillán Rangel Caldera Márquez","Vía Pública Repúplica de Cuba, 4 Edificio 8","37","YTFK5BRS4XDPRAURIN","KLMY853OMRGJAKZSRF","627","1","Santillán Rangel","Caldera Márquez","588388988","Plaza Zapata","Grupo Dorotea 4774","Querétaro","71465"
"Valeria Cornejo de Caraballo Rubio Calderón","Plaza La otra banda, 7 Esc. 758","84","RO7D9IY2N7L8R2TVQY","9KIQMMP1USEUSSWZZG","615","1","Cornejo de Caraballo","Rubio Calderón","5165-961-793","Rua Bernardo Regalado","Polígono Octavio 7","Querétaro","17288"
"Olivia Casanova de Mireles Alvarez Alvarado","Bajada Naomi Uribe 6 Edificio 9","59","LZUPDC825KOEFLP32B","6MHTT9BRVNXGCCWUAA","612","1","Casanova de Mireles","Alvarez Alvarado","584.478.017","Extrarradio Piedra del Comal","Parque Repúplica de Cuba, 5","Querétaro","47560"
"Luis Miguel Padilla de Barrientos Sarabia Varela","Caserio Flor Solvestre s/n. Puerta 609","62","XEF3MMSA0MCLTFJNYV","XBJHUDJRG0XBGZMYVS","639","1","Padilla de Barrientos","Sarabia Varela","5164-106-446","Grupo Vanessa","Mercado Fernando Javier Oquendo, 18","Querétaro","58246"
"Ana Luisa Quiñónez Terán Kamal Baeza","Apartamento La otra banda s/n. Puerta 315","36","BWZMEKA892RWQCIIYG","TXV7GBIQS25QCJSVMH","648","1","Quiñónez Terán","Kamal Baeza","536104528","Escalinata Laura Jáquez","Travesía Fatima Gallardo 5","Querétaro","48651"
"Estefanía Zamudio Korta hernandez Haro Rosas","Barrio Rosa María Longoria, 9 Puerta 623","20","4EFX5IIDZKVPUP6QKN","9XLGPEXAQCDEEOSE3W","604","1","Zamudio Korta hernandez","Haro Rosas","508 692 850","Manzana Amalia","Ronda Sergio Verduzco, 8","Querétaro","51561"
"Claudia Villalpando Mesa Valentín Baeza","Ronda Monserrat Ocasio 916 Esc. 530","18","H5NWG0Z1KUCQCOBRAY","PXFM8NES96XRSPKDCX","611","1","Villalpando Mesa","Valentín Baeza","566.058.825","Calleja Repúplica de Uruguay","Gran Subida Juana Treviño, 6","Querétaro","91115"
"Graciela Arce Arguello Vargas Malave","Riera Juan Pablo Juárez s/n. Esc. 312","77","6Q1JKPTGOFOOHVPKCC","JRYKQ372APCBWIFUFI","638","1","Arce Arguello","Vargas Malave","541999144","Partida Eloisa Toledo","Jardines Brandon Araña s/n.","Querétaro","63948"
"Leonardo Correa Kanea Véliz de Acevedo","Municipio Repúplica de Uruguay 69 Edificio 7","33","RHAEMOZDELFVZR0FTK","EOQTJV8ZGBQFXQHPFX","618","1","Correa Kanea","Véliz de Acevedo","542743063","Plaza Aniceto Ortega","Sector Rosalia Lerma 2630","Querétaro","43106"
"Lucia Zepeda Montez Merino Arriaga","Colonia José Miguel Torres, 36 Edificio 9","35","LRUSRATKZLMOVFVZ4H","20XZW0IHEBUWTATHAI","611","1","Zepeda Montez","Merino Arriaga","560.773.132","Torrente Conchita","Gran Subida Marisol, 18","Querétaro","84722"
"Fernando Javier Zavala Vargas Alvarado Barajas","Extramuros Flor Marina 9094 Edificio 9","28","D4CK8QQCBUEBYULVJH","DTUDMFIPOUPFXQAYFV","616","1","Zavala Vargas","Alvarado Barajas","5241-505-195","Conjunto Amores","Municipio Martín Cortés 9","Querétaro","26454"
"Silvia Zamora Santacruz Montalvo Ornelas","Rambla Lucas Piña 6209 Edificio 7","87","QYG83TZJQVSSJWEPVR","XDM2IVJBEIKKLHMTAH","621","1","Zamora Santacruz","Montalvo Ornelas","5888-700-789","Gran Subida Margarita","Bajada Paola Palomino 90","Querétaro","50267"
"Florencia Orta Arriaga Verdugo Galindo","Camino Andrea Vega, 2 Puerta 241","49","OEXL6WTCNFDQNQCVAF","WKWPUMFTYONWPY1BRL","637","1","Orta Arriaga","Verdugo Galindo","597228088","Rampa Barrio la Lonja","Parque Cristobal Bétancourt 7","Querétaro","03053"
"Rebeca Montes Mesa Carrillo Roque","Huerta Calimaya 71 Puerta 360","76","CUYDKDGAL5IZLW1WBO","JKFK4LF6IDQVISM8TP","627","1","Montes Mesa","Carrillo Roque","5985-801-690","Vía Pública Francisca Santana","Solar Enrique, 9","Querétaro","42690"
"Ana Luisa Valentín Llamas Jaimes Vallejo","Conjunto Izazaga, 9 Puerta 463","31","IWVPVTN3M2PRERBE8O","HZGPIKXHROTWSE5WAC","601","1","Valentín Llamas","Jaimes Vallejo","5994-088-237","Carretera Matías","Prolongación Erick 9531","Querétaro","82888"
"Silvia Barrera Archuleta Carreón Arellano","Avenida Regina Alaniz 2409 Puerta 310","76","XRVLQP9GGEGHZ5PNLO","FVDVT4P2BC0IRYUWW4","632","1","Barrera Archuleta","Carreón Arellano","5461-244-302","Explanada Jaime","Caserio Fernando Javier Malave, 3","Querétaro","13884"
"Eloisa Flores Gastélum Peres Trejo","Glorieta Alicia 840 Edificio 1","69","5FE03QSTQ270QOCLJJ","MW6UH3CG5TI9EOGWSM","644","1","Flores Gastélum","Peres Trejo","591 703 187","Extrarradio Victor Manuel","Ramal Guillermo, 5","Querétaro","27483"
"Rafael de Jesús de Rodrígez Mascareñas Rojo","Calle San Miguel 2790 Esc. 987","47","0ML5E8SZIQQGE4H0W3","N49QR7RDFRPPNBRMYE","608","1","de Jesús de Rodrígez","Mascareñas Rojo","580 677 730","Lugar Rafael","Paseo Marisol Garay s/n.","Querétaro","54006"
"José Emilio Arias Adorno Perea Delgado","Extrarradio Ximena Guadalupe, 53 Puerta 153","77","E9QYAJ22VCCHUGUVOJ","R24YM7XXBZS4NXJH2D","645","1","Arias Adorno","Perea Delgado","543 322 547","Parcela Calimaya","Conjunto Reina Menchaca, 33","Querétaro","21991"
"Yolanda Córdova Zamudio Ulibarri Haro","Caserio Julia, 5 Esc. 527","36","Q973KLRXYC26CIOVNG","PPYMZQ992V7HHGELEX","649","1","Córdova Zamudio","Ulibarri Haro","593.770.876","Rincón José María Olivárez","Urbanización Valeria, 33","Querétaro","54836"
"Florencia Tejeda de Colón Cadena Sevilla","Puerta Valentina 4 Esc. 978","58","X3T9EW3PMFB8ASSJTK","QOL53VRQFNFLVOXYQZ","625","1","Tejeda de Colón","Cadena Sevilla","5177-189-913","Lugar Julia","Lado Dulce María s/n.","Querétaro","88746"
"Laura Huixtlacatl Carrion Kortajarena Verdugo","Calle María Fernanda, 7 Edificio 4","26","HPATKUPI66K3ZURBB7","NQNF96EZDGF6DDDJKV","620","1","Huixtlacatl Carrion","Kortajarena Verdugo","557 579 876","Barranco Cuahutemoc","Arroyo Vanessa Xana 3584","Querétaro","04176"
"Rosa María Quezada Arce Enríquez Roque","Rua Sofia Segovia 6 Puerta 836","74","SBGEQTZ4ZGJBX3BJKC","3WI9HZZK2CRPEN6IFU","616","1","Quezada Arce","Enríquez Roque","584894504","Partida Pablo","Arroyo Aniceto Ortega 436","Querétaro","45975"
"Víctor Villareal Alcala Meléndez de Verdugo","Entrada Sonia, 29 Puerta 958","25","9BMP27IAJ3HAY7QVFX","QRTUAKXPSEPYZRMM0C","630","1","Villareal Alcala","Meléndez de Verdugo","564 879 637","Camino María del Carmen","Calleja Aniceto Ortega, 9","Querétaro","74390"
"Lola Córdova Yunta Ríos Regalado","Avenida José Miguel 29 Esc. 587","60","JYCEO4HMHUXG5L5QAB","BUTT3QKUW20CTASHOK","603","1","Córdova Yunta","Ríos Regalado","597842667","Sector Kimberly Samaniego","Subida Abigail, 59","Querétaro","38201"
"Leticia Venegas Segura Segovia Matos","Colegio Eje 5, 68 Esc. 924","71","HGCO09LHST2MU4S96L","UHJNIGVUWGK91SLEBS","607","1","Venegas Segura","Segovia Matos","513.226.945","Manzana Liliana","Paseo Coruña 12","Querétaro","96530"
"Lilia Salgado Díaz Camacho Cuellar","Escalinata San Miguel, 1 Edificio 1","25","N6I6ELUGDF0NUVMFWB","RD2JDZUOAKOCZRWPDF","627","1","Salgado Díaz","Camacho Cuellar","5976-045-087","Sector Ramón Cepeda","Extrarradio Mauricio 8","Querétaro","15871"
"María Soledad Meléndez de Duran Kardache soto Maestas","Sección La viga, 99 Esc. 825","41","K24TW0Z7XPXDUXDONI","FMWR7GGTRSWKXQI6TN","608","1","Meléndez de Duran","Kardache soto Maestas","584.991.737","Plaza Uriel Alicea","Glorieta Cinco de Mayo, 4","Querétaro","83939"
